Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2017,7,1,00:00,UTC,0,-4.1,0
2017,7,1,01:00,UTC,6.9,-3.4,0
2017,7,1,02:00,UTC,20.6,4.9,60
2017,7,1,03:00,UTC,29.2,16.7,60
2017,7,1,04:00,UTC,127.2,13.8,0
2017,7,1,05:00,UTC,191.9,19.7,0
2017,7,1,06:00,UTC,199.6,21.1,0
2017,7,1,07:00,UTC,251.9,28,0
2017,7,1,08:00,UTC,167.9,17.8,0
2017,7,1,09:00,UTC,273.6,33.2,0
2017,7,1,10:00,UTC,229,25.5,0
2017,7,1,11:00,UTC,194,20.2,0
2017,7,1,12:00,UTC,150.3,15.5,0
2017,7,1,13:00,UTC,134.2,13.5,0
2017,7,1,14:00,UTC,83.5,6.6,0
2017,7,1,15:00,UTC,59.3,2.9,0
2017,7,1,16:00,UTC,68.5,5,0
2017,7,1,17:00,UTC,29.1,-1.2,0
2017,7,1,18:00,UTC,12,-1.9,0
2017,7,1,19:00,UTC,7,-2.5,0
2017,7,1,20:00,UTC,1.1,-4.7,0
2017,7,1,21:00,UTC,0,-5.2,0
2017,7,1,22:00,UTC,0,-5,0
2017,7,1,23:00,UTC,0,-4.6,0
2017,7,2,00:00,UTC,0,-5,0
2017,7,2,01:00,UTC,2.3,-4.2,0
2017,7,2,02:00,UTC,11.2,-3.3,0
2017,7,2,03:00,UTC,32.2,0.3,0
2017,7,2,04:00,UTC,139.4,12.6,0
2017,7,2,05:00,UTC,216.9,23.7,0
2017,7,2,06:00,UTC,264,32,0
2017,7,2,07:00,UTC,277.6,29.7,0
2017,7,2,08:00,UTC,482.8,104.4,60
2017,7,2,09:00,UTC,137.4,111.8,60
2017,7,2,10:00,UTC,70.4,103.2,60
2017,7,2,11:00,UTC,181,27.8,55
2017,7,2,12:00,UTC,126.2,62.2,60
2017,7,2,13:00,UTC,108.7,91.9,60
2017,7,2,14:00,UTC,109.8,69.9,60
2017,7,2,15:00,UTC,64.2,63.9,60
2017,7,2,16:00,UTC,41.8,47.4,60
2017,7,2,17:00,UTC,36.2,28.5,60
2017,7,2,18:00,UTC,35.5,8.7,60
2017,7,2,19:00,UTC,9.6,-2.6,0
2017,7,2,20:00,UTC,0.1,-3.5,0
2017,7,2,21:00,UTC,0,-3.3,0
2017,7,2,22:00,UTC,0,-3.7,0
2017,7,2,23:00,UTC,0,-4.5,0
2017,7,3,00:00,UTC,0,-4.5,0
2017,7,3,01:00,UTC,4.4,-3.5,0
2017,7,3,02:00,UTC,14.5,-2.3,0
2017,7,3,03:00,UTC,29.6,0,0
2017,7,3,04:00,UTC,52.1,2.9,0
2017,7,3,05:00,UTC,68.8,5.3,0
2017,7,3,06:00,UTC,175,18.8,0
2017,7,3,07:00,UTC,198.7,20.4,0
2017,7,3,08:00,UTC,108.2,11.4,0
2017,7,3,09:00,UTC,167.3,16.3,0
2017,7,3,10:00,UTC,196.8,23.6,0
2017,7,3,11:00,UTC,290.9,34.4,0
2017,7,3,12:00,UTC,231.4,28.2,0
2017,7,3,13:00,UTC,480.7,58.8,0
2017,7,3,14:00,UTC,293.5,50.9,60
2017,7,3,15:00,UTC,217.9,63.1,60
2017,7,3,16:00,UTC,118.9,13.7,15
2017,7,3,17:00,UTC,99.5,20.7,60
2017,7,3,18:00,UTC,54.2,16.6,60
2017,7,3,19:00,UTC,17.3,0.2,60
2017,7,3,20:00,UTC,1.4,-2.7,0
2017,7,3,21:00,UTC,0,-2.8,0
2017,7,3,22:00,UTC,0,-3.2,0
2017,7,3,23:00,UTC,0,-3.5,0
2017,7,4,00:00,UTC,0,-3.3,0
2017,7,4,01:00,UTC,1.6,-2.7,0
2017,7,4,02:00,UTC,43.6,2.1,0
2017,7,4,03:00,UTC,66.4,6.6,30
2017,7,4,04:00,UTC,102.1,12.4,0
2017,7,4,05:00,UTC,64.5,52.3,60
2017,7,4,06:00,UTC,57.6,67.7,60
2017,7,4,07:00,UTC,77.8,83.3,60
2017,7,4,08:00,UTC,127.8,86.5,60
2017,7,4,09:00,UTC,154.2,53.1,60
2017,7,4,10:00,UTC,467.7,66.3,20
2017,7,4,11:00,UTC,233.7,85.1,60
