Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2020,5,1,00:00,UTC,0,-2.7,0
2020,5,1,01:00,UTC,0,-3.1,0
2020,5,1,02:00,UTC,2.1,-2.6,0
2020,5,1,03:00,UTC,19.3,3.7,60
2020,5,1,04:00,UTC,40,18.3,60
2020,5,1,05:00,UTC,127.8,32.6,60
2020,5,1,06:00,UTC,92.7,53.2,60
2020,5,1,07:00,UTC,185.9,76.5,60
2020,5,1,08:00,UTC,99.3,82.6,60
2020,5,1,09:00,UTC,413.5,48,0
2020,5,1,10:00,UTC,103.4,98.2,60
2020,5,1,11:00,UTC,131.4,96.9,60
2020,5,1,12:00,UTC,397.8,91.6,60
2020,5,1,13:00,UTC,324.3,51.5,40
2020,5,1,14:00,UTC,219.3,27.6,0
2020,5,1,15:00,UTC,122.1,8.7,0
2020,5,1,16:00,UTC,38.7,-1.1,0
2020,5,1,17:00,UTC,33.9,-1.5,0
2020,5,1,18:00,UTC,7,-5.1,0
2020,5,1,19:00,UTC,0,-5.2,0
2020,5,1,20:00,UTC,0.2,-5,0
2020,5,1,21:00,UTC,0,-5.4,0
2020,5,1,22:00,UTC,0,-5.6,0
2020,5,1,23:00,UTC,0.1,-5.5,0
2020,5,2,00:00,UTC,0,-5.4,0
2020,5,2,01:00,UTC,0.1,-5.3,0
2020,5,2,02:00,UTC,0.9,-4.9,0
2020,5,2,03:00,UTC,24.4,-0.2,20
2020,5,2,04:00,UTC,48.2,14.7,60
2020,5,2,05:00,UTC,115.2,39.2,60
2020,5,2,06:00,UTC,197.8,39.7,60
2020,5,2,07:00,UTC,185.6,38.3,60
2020,5,2,08:00,UTC,240.2,75.4,60
2020,5,2,09:00,UTC,107,92.2,60
2020,5,2,10:00,UTC,170.9,92.4,60
2020,5,2,11:00,UTC,347.5,38.4,0
2020,5,2,12:00,UTC,233.5,22.1,0
2020,5,2,13:00,UTC,126.8,10.3,0
2020,5,2,14:00,UTC,106.6,7.3,0
2020,5,2,15:00,UTC,56.3,1.9,0
2020,5,2,16:00,UTC,20.7,-0.1,0
2020,5,2,17:00,UTC,6.8,-1.2,0
2020,5,2,18:00,UTC,2.7,-2,0
2020,5,2,19:00,UTC,0,-3.2,0
2020,5,2,20:00,UTC,0,-3.2,0
2020,5,2,21:00,UTC,0,-3.7,0
2020,5,2,22:00,UTC,0,-4.6,0
2020,5,2,23:00,UTC,0.2,-4.6,0
2020,5,3,00:00,UTC,0,-3.6,0
2020,5,3,01:00,UTC,0,-4,0
2020,5,3,02:00,UTC,0.2,-4.1,0
2020,5,3,03:00,UTC,4.7,-3.8,0
2020,5,3,04:00,UTC,38.4,-1.5,0
2020,5,3,05:00,UTC,46.1,0.3,0
2020,5,3,06:00,UTC,90.1,4.8,0
2020,5,3,07:00,UTC,333.8,42.3,15
2020,5,3,08:00,UTC,336.9,61.7,60
2020,5,3,09:00,UTC,220.6,106.5,60
2020,5,3,10:00,UTC,224,27.3,0
2020,5,3,11:00,UTC,332.3,108.9,60
2020,5,3,12:00,UTC,264.2,36,15
2020,5,3,13:00,UTC,220.6,22.2,0
2020,5,3,14:00,UTC,97.3,70.8,60
2020,5,3,15:00,UTC,124,58.7,60
2020,5,3,16:00,UTC,77,5.4,0
2020,5,3,17:00,UTC,41.2,13.2,60
2020,5,3,18:00,UTC,10.9,-2.7,0
2020,5,3,19:00,UTC,1.4,-3.7,0
2020,5,3,20:00,UTC,0.7,-2.9,0
2020,5,3,21:00,UTC,0.1,-3.4,0
2020,5,3,22:00,UTC,0,-4.3,0
