Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2019,7,1,00:00,UTC,0.7,-6.4,0
2019,7,1,01:00,UTC,2.8,-5.4,0
2019,7,1,02:00,UTC,22.6,-0.8,10
2019,7,1,03:00,UTC,64.5,2.7,0
2019,7,1,04:00,UTC,98.7,28.5,60
2019,7,1,05:00,UTC,64.8,46.9,60
2019,7,1,06:00,UTC,82,64,60
2019,7,1,07:00,UTC,73.8,78.3,60
2019,7,1,08:00,UTC,83.1,86.5,60
2019,7,1,09:00,UTC,131,101.7,60
2019,7,1,10:00,UTC,189.1,69.3,55
2019,7,1,11:00,UTC,256.9,104.9,55
2019,7,1,12:00,UTC,141.3,101.4,60
2019,7,1,13:00,UTC,135.7,11.9,0
2019,7,1,14:00,UTC,112,78.6,60
2019,7,1,15:00,UTC,131.9,19,15
2019,7,1,16:00,UTC,96.1,7.3,0
2019,7,1,17:00,UTC,57.5,1,0
2019,7,1,18:00,UTC,24.3,-2.5,0
2019,7,1,19:00,UTC,9.9,-4.4,0
2019,7,1,20:00,UTC,2.5,-4.8,0
2019,7,1,21:00,UTC,0.2,-4.7,0
2019,7,1,22:00,UTC,0.1,-4.5,0
2019,7,1,23:00,UTC,0.2,-5.1,0
2019,7,2,00:00,UTC,0,-5.1,0
2019,7,2,01:00,UTC,4.1,-3.6,0
2019,7,2,02:00,UTC,24.3,-0.6,0
2019,7,2,03:00,UTC,78.4,6.1,0
2019,7,2,04:00,UTC,69.3,6.2,0
2019,7,2,05:00,UTC,69.4,4.1,0
2019,7,2,06:00,UTC,97.8,8.7,0
2019,7,2,07:00,UTC,282.6,29.9,0
2019,7,2,08:00,UTC,305.4,94.4,55
2019,7,2,09:00,UTC,256.9,107.5,60
2019,7,2,10:00,UTC,102.1,9.2,0
2019,7,2,11:00,UTC,234.8,25.8,0
2019,7,2,12:00,UTC,157.4,13.9,0
2019,7,2,13:00,UTC,225.5,27.5,0
2019,7,2,14:00,UTC,172,72.2,60
2019,7,2,15:00,UTC,204.5,36.1,60
2019,7,2,16:00,UTC,200.4,22.9,0
2019,7,2,17:00,UTC,28.1,3.1,0
2019,7,2,18:00,UTC,27.1,1.1,0
2019,7,2,19:00,UTC,11.8,-1.8,0
2019,7,2,20:00,UTC,0.6,-3.8,0
2019,7,2,21:00,UTC,0.1,-4.7,0
2019,7,2,22:00,UTC,0.2,-5.2,0
2019,7,2,23:00,UTC,0.7,-4.7,0
2019,7,3,00:00,UTC,0.4,-3.4,0
2019,7,3,01:00,UTC,0.3,-5.1,0
2019,7,3,02:00,UTC,20,-2.2,0
2019,7,3,03:00,UTC,49.4,0.6,0
2019,7,3,04:00,UTC,79.4,4.3,0
2019,7,3,05:00,UTC,142.8,13.2,0
2019,7,3,06:00,UTC,228.9,27.7,0
2019,7,3,07:00,UTC,271.7,34.3,0
2019,7,3,08:00,UTC,373.5,50.4,0
2019,7,3,09:00,UTC,293.2,93,60
2019,7,3,10:00,UTC,282.2,30,0
2019,7,3,11:00,UTC,266,31.7,0
2019,7,3,12:00,UTC,266,54.4,35
2019,7,3,13:00,UTC,294.8,63.7,30
2019,7,3,14:00,UTC,310.4,109.3,60
2019,7,3,15:00,UTC,202.8,20.3,0
2019,7,3,16:00,UTC,153.7,12.2,0
2019,7,3,17:00,UTC,103.3,6.6,0
2019,7,3,18:00,UTC,50.2,0.2,0
2019,7,3,19:00,UTC,16.8,-3.5,0
2019,7,3,20:00,UTC,6.6,-4.3,0
2019,7,3,21:00,UTC,0.3,-4.8,0
2019,7,3,22:00,UTC,0.8,-4.9,0
2019,7,3,23:00,UTC,0.1,-4.5,0
2019,7,4,00:00,UTC,0.3,-5.3,0
2019,7,4,01:00,UTC,3.1,-4.1,0
2019,7,4,02:00,UTC,49.4,4.3,0
2019,7,4,03:00,UTC,32.3,15.5,60
2019,7,4,04:00,UTC,34.8,34.9,60
2019,7,4,05:00,UTC,43.6,52.9,60
2019,7,4,06:00,UTC,44.1,69.9,60
2019,7,4,07:00,UTC,59.9,81.8,60
2019,7,4,08:00,UTC,77.6,99.7,60
2019,7,4,09:00,UTC,121.3,19.5,40
2019,7,4,10:00,UTC,153.2,123.1,60
2019,7,4,11:00,UTC,214.9,23.9,0
2019,7,4,12:00,UTC,147.5,13.2,0
2019,7,4,13:00,UTC,244.7,27.3,0
2019,7,4,14:00,UTC,166.5,16.8,0
2019,7,4,15:00,UTC,249.4,29.3,0
2019,7,4,16:00,UTC,125.3,9.2,0
2019,7,4,17:00,UTC,124.1,10.7,0
2019,7,4,18:00,UTC,34.2,-0.9,0
2019,7,4,19:00,UTC,16.6,-3.2,0
2019,7,4,20:00,UTC,1.5,-5.1,0
2019,7,4,21:00,UTC,0.5,-5,0
2019,7,4,22:00,UTC,1.1,-4.6,0
2019,7,4,23:00,UTC,0.1,-6.5,0
2019,7,5,00:00,UTC,0.2,-6.7,0
2019,7,5,01:00,UTC,0.8,-2.8,0
2019,7,5,02:00,UTC,1.3,-3,0
2019,7,5,03:00,UTC,5.6,-2.2,0
2019,7,5,04:00,UTC,24.6,-1.2,0
2019,7,5,05:00,UTC,59.7,2.2,0
2019,7,5,06:00,UTC,215.2,19.3,0
2019,7,5,07:00,UTC,209,18.4,0
2019,7,5,08:00,UTC,206.6,19,0
2019,7,5,09:00,UTC,279.5,33.5,15
2019,7,5,10:00,UTC,289.1,87.6,60
2019,7,5,11:00,UTC,467.5,138.9,60
