Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2018,8,1,00:00,UTC,0.1,-3.3,0
2018,8,1,01:00,UTC,0.4,-3.5,0
2018,8,1,02:00,UTC,4.6,-2.1,0
2018,8,1,03:00,UTC,29.1,5.1,60
2018,8,1,04:00,UTC,61.7,18.5,60
2018,8,1,05:00,UTC,93.1,38.8,60
2018,8,1,06:00,UTC,94.2,54.4,60
2018,8,1,07:00,UTC,96.7,69.4,60
2018,8,1,08:00,UTC,107.5,81.8,60
2018,8,1,09:00,UTC,118.5,88.1,60
2018,8,1,10:00,UTC,120.9,91.4,60
2018,8,1,11:00,UTC,113.2,92.6,60
2018,8,1,12:00,UTC,113.3,86,60
2018,8,1,13:00,UTC,118.8,80.9,60
2018,8,1,14:00,UTC,109.5,68.3,60
2018,8,1,15:00,UTC,85.7,50.4,60
2018,8,1,16:00,UTC,86.2,36.3,60
2018,8,1,17:00,UTC,64.7,21.1,60
2018,8,1,18:00,UTC,29.9,2.9,60
2018,8,1,19:00,UTC,3.3,-3.8,0
2018,8,1,20:00,UTC,0.7,-3.7,0
2018,8,1,21:00,UTC,0.1,-3.8,0
2018,8,1,22:00,UTC,0.3,-3.5,0
2018,8,1,23:00,UTC,0,-3.5,0
2018,8,2,00:00,UTC,0.3,-4.1,0
2018,8,2,01:00,UTC,0.8,-3.1,0
2018,8,2,02:00,UTC,3.1,-2.3,0
2018,8,2,03:00,UTC,29.6,5.4,60
2018,8,2,04:00,UTC,59.4,21.2,60
2018,8,2,05:00,UTC,95.2,40.9,60
2018,8,2,06:00,UTC,88.4,55.6,60
2018,8,2,07:00,UTC,92.1,69.8,60
2018,8,2,08:00,UTC,105.7,83.4,60
2018,8,2,09:00,UTC,117.7,14.6,0
2018,8,2,10:00,UTC,258,33.9,0
2018,8,2,11:00,UTC,182.7,44.1,60
2018,8,2,12:00,UTC,292.4,85.3,60
2018,8,2,13:00,UTC,168.8,78.5,60
2018,8,2,14:00,UTC,98.2,64.5,60
2018,8,2,15:00,UTC,99.3,48.8,60
2018,8,2,16:00,UTC,93.5,18.9,60
2018,8,2,17:00,UTC,77,12.4,60
2018,8,2,18:00,UTC,41.3,2,0
2018,8,2,19:00,UTC,2.4,-3.9,0
2018,8,2,20:00,UTC,0.6,-4.5,0
2018,8,2,21:00,UTC,0.3,-4.1,0
2018,8,2,22:00,UTC,0.2,-4.2,0
2018,8,2,23:00,UTC,1.8,-3.1,0
2018,8,3,00:00,UTC,0.3,-3.8,0
2018,8,3,01:00,UTC,0.3,-3.7,0
2018,8,3,02:00,UTC,3.5,-2.9,0
2018,8,3,03:00,UTC,42.6,3.7,0
2018,8,3,04:00,UTC,72.6,7.1,0
2018,8,3,05:00,UTC,94.6,33.1,60
2018,8,3,06:00,UTC,235.9,44.1,20
2018,8,3,07:00,UTC,137.5,15.4,0
2018,8,3,08:00,UTC,171,91.2,60
2018,8,3,09:00,UTC,132.5,96.1,60
2018,8,3,10:00,UTC,202.4,27.2,5
2018,8,3,11:00,UTC,267.7,33.7,10
2018,8,3,12:00,UTC,154.9,94.7,60
2018,8,3,13:00,UTC,74.6,79.3,60
2018,8,3,14:00,UTC,65,68.8,60
2018,8,3,15:00,UTC,63.4,52.5,60
2018,8,3,16:00,UTC,64.4,37,60
2018,8,3,17:00,UTC,60.4,2.4,0
2018,8,3,18:00,UTC,39.9,2.4,60
2018,8,3,19:00,UTC,2,-4.9,0
2018,8,3,20:00,UTC,0.7,-4.8,0
2018,8,3,21:00,UTC,0.6,-4.5,0
2018,8,3,22:00,UTC,0.8,-4.1,0
2018,8,3,23:00,UTC,0.9,-4.1,0
2018,8,4,00:00,UTC,0.3,-4.3,0
2018,8,4,01:00,UTC,0,-4.2,0
2018,8,4,02:00,UTC,1.9,-3.7,0
2018,8,4,03:00,UTC,23.8,5.1,60
2018,8,4,04:00,UTC,94.5,18.3,60
2018,8,4,05:00,UTC,130.7,22.1,60
2018,8,4,06:00,UTC,133.2,23.4,60
2018,8,4,07:00,UTC,74.7,75.4,60
2018,8,4,08:00,UTC,72,85.8,60
2018,8,4,09:00,UTC,336,63,55
2018,8,4,10:00,UTC,150.9,14.5,0
2018,8,4,11:00,UTC,229.5,27.8,0
2018,8,4,12:00,UTC,175.1,20,0
2018,8,4,13:00,UTC,338.6,61.8,20
2018,8,4,14:00,UTC,189.8,73.3,60
2018,8,4,15:00,UTC,180.7,21.8,0
2018,8,4,16:00,UTC,133.4,14.8,0
2018,8,4,17:00,UTC,66.1,4.1,0
2018,8,4,18:00,UTC,9.1,-2.2,0
2018,8,4,19:00,UTC,2.3,-2.9,0
2018,8,4,20:00,UTC,0,-4.3,0
2018,8,4,21:00,UTC,0,-4,0
2018,8,4,22:00,UTC,0,-3.9,0
