Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2021,10,1,00:00,UTC,0,-5.3,0
2021,10,1,01:00,UTC,0.1,-4.8,0
2021,10,1,02:00,UTC,0,-5,0
2021,10,1,03:00,UTC,0,-5.7,0
2021,10,1,04:00,UTC,0.5,-4.9,0
2021,10,1,05:00,UTC,5.3,-3.7,0
2021,10,1,06:00,UTC,9.4,-2.8,0
2021,10,1,07:00,UTC,28.8,-1.7,0
2021,10,1,08:00,UTC,33.4,-0.8,0
2021,10,1,09:00,UTC,42,-0.6,0
2021,10,1,10:00,UTC,56.8,1.4,0
2021,10,1,11:00,UTC,99.8,6.1,0
2021,10,1,12:00,UTC,82.3,5.4,0
2021,10,1,13:00,UTC,88.1,5.4,0
2021,10,1,14:00,UTC,32.7,-0.9,0
2021,10,1,15:00,UTC,7.2,-3.4,0
2021,10,1,16:00,UTC,1,-4.4,0
2021,10,1,17:00,UTC,0,-4.4,0
2021,10,1,18:00,UTC,0,-5.2,0
2021,10,1,19:00,UTC,0,-4.5,0
2021,10,1,20:00,UTC,0,-4.9,0
2021,10,1,21:00,UTC,0,-4.8,0
2021,10,1,22:00,UTC,0,-4.5,0
2021,10,1,23:00,UTC,0,-4.3,0
2021,10,2,00:00,UTC,0.1,-4.7,0
2021,10,2,01:00,UTC,0,-4.6,0
2021,10,2,02:00,UTC,0,-4.4,0
2021,10,2,03:00,UTC,0,-4.7,0
2021,10,2,04:00,UTC,0,-5.4,0
2021,10,2,05:00,UTC,8.8,-3.7,0
2021,10,2,06:00,UTC,14.7,-4.2,0
2021,10,2,07:00,UTC,102.8,7.8,0
2021,10,2,08:00,UTC,143.4,12.8,0
2021,10,2,09:00,UTC,185.5,65.3,60
2021,10,2,10:00,UTC,193.6,20.7,0
2021,10,2,11:00,UTC,174.5,28.1,40
2021,10,2,12:00,UTC,143,12.2,0
2021,10,2,13:00,UTC,154.9,14.3,0
2021,10,2,14:00,UTC,47,16.3,60
2021,10,2,15:00,UTC,25.1,2,60
2021,10,2,16:00,UTC,3,-4.6,0
2021,10,2,17:00,UTC,0,-3.7,0
2021,10,2,18:00,UTC,2.2,-3.5,0
2021,10,2,19:00,UTC,0,-5.1,0
2021,10,2,20:00,UTC,0,-5.1,0
2021,10,2,21:00,UTC,0,-5.1,0
2021,10,2,22:00,UTC,2.2,-5.2,0
2021,10,2,23:00,UTC,0,-4.6,0
2021,10,3,00:00,UTC,0,-4.5,0
2021,10,3,01:00,UTC,0,-4.9,0
2021,10,3,02:00,UTC,0.1,-4.8,0
2021,10,3,03:00,UTC,0,-3.9,0
2021,10,3,04:00,UTC,1,-5.1,0
2021,10,3,05:00,UTC,15,-0.7,5
2021,10,3,06:00,UTC,39.4,12.8,60
2021,10,3,07:00,UTC,60,30.4,60
2021,10,3,08:00,UTC,83.9,48.3,60
2021,10,3,09:00,UTC,107.8,57.2,60
2021,10,3,10:00,UTC,82.4,59.6,60
2021,10,3,11:00,UTC,132.9,58.3,60
2021,10,3,12:00,UTC,109.5,46.3,60
2021,10,3,13:00,UTC,88.8,30.2,60
2021,10,3,14:00,UTC,54.3,1.3,0
2021,10,3,15:00,UTC,31.1,-1.9,0
2021,10,3,16:00,UTC,0.6,-5.7,0
2021,10,3,17:00,UTC,0,-5.9,0
2021,10,3,18:00,UTC,0.2,-6,0
2021,10,3,19:00,UTC,0,-5.3,0
2021,10,3,20:00,UTC,0,-5.4,0
2021,10,3,21:00,UTC,0.1,-5.6,0
2021,10,3,22:00,UTC,0.1,-5.7,0
2021,10,3,23:00,UTC,0,-5.7,0
2021,10,4,00:00,UTC,0.1,-5.8,0
2021,10,4,01:00,UTC,0,-5.6,0
2021,10,4,02:00,UTC,0,-5.7,0
2021,10,4,03:00,UTC,0,-5.8,0
2021,10,4,04:00,UTC,0.1,-5.3,0
2021,10,4,05:00,UTC,26.6,0.7,0
2021,10,4,06:00,UTC,81.8,16.4,60
2021,10,4,07:00,UTC,142.7,28.6,60
2021,10,4,08:00,UTC,245.7,37.1,15
2021,10,4,09:00,UTC,254.3,29.6,0
2021,10,4,10:00,UTC,195.6,51.6,60
2021,10,4,11:00,UTC,191.3,23.1,0
2021,10,4,12:00,UTC,201.2,26,0
2021,10,4,13:00,UTC,112.1,8.3,0
2021,10,4,14:00,UTC,67.7,2.1,0
2021,10,4,15:00,UTC,20.5,-3.7,0
2021,10,4,16:00,UTC,0,-6.2,0
2021,10,4,17:00,UTC,0.2,-6.1,0
2021,10,4,18:00,UTC,0,-6,0
2021,10,4,19:00,UTC,0,-6,0
2021,10,4,20:00,UTC,0,-6.1,0
2021,10,4,21:00,UTC,0.4,-5.9,0
2021,10,4,22:00,UTC,0,-6.1,0
2021,10,4,23:00,UTC,0,-6,0
2021,10,5,00:00,UTC,0,-6.1,0
2021,10,5,01:00,UTC,0.1,-5.7,0
2021,10,5,02:00,UTC,0,-5.7,0
2021,10,5,03:00,UTC,0,-5.7,0
2021,10,5,04:00,UTC,0,-5.4,0
2021,10,5,05:00,UTC,1,-5.5,0
2021,10,5,06:00,UTC,13.5,-4.2,0
2021,10,5,07:00,UTC,9,-4.3,0
2021,10,5,08:00,UTC,20.8,-1.3,0
2021,10,5,09:00,UTC,19.2,-2.2,0
2021,10,5,10:00,UTC,37.4,0.5,0
2021,10,5,11:00,UTC,35.7,0.5,0
2021,10,5,12:00,UTC,17.4,-1.8,0
2021,10,5,13:00,UTC,14.2,-2.2,0
2021,10,5,14:00,UTC,9.9,-2.7,0
2021,10,5,15:00,UTC,2.4,-2.7,0
2021,10,5,16:00,UTC,0,-3.3,0
2021,10,5,17:00,UTC,0,-3.2,0
2021,10,5,18:00,UTC,0,-3.9,0
2021,10,5,19:00,UTC,0,-4.4,0
2021,10,5,20:00,UTC,0,-4.6,0
2021,10,5,21:00,UTC,0,-5.5,0
2021,10,5,22:00,UTC,0,-5.7,0
2021,10,5,23:00,UTC,0,-5.6,0
2021,10,6,00:00,UTC,0,-5.7,0
2021,10,6,01:00,UTC,0,-6.1,0
2021,10,6,02:00,UTC,0,-6.2,0
2021,10,6,03:00,UTC,0,-6,0
2021,10,6,04:00,UTC,0,-6.1,0
2021,10,6,05:00,UTC,4.3,-5.1,0
2021,10,6,06:00,UTC,40.5,-0.9,0
2021,10,6,07:00,UTC,90.1,5.6,0
2021,10,6,08:00,UTC,164,52.1,60
2021,10,6,09:00,UTC,227.1,23.5,0
2021,10,6,10:00,UTC,188.7,61.8,60
