Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2020,9,1,00:00,UTC,0,-2.9,0
2020,9,1,01:00,UTC,0.1,-3.1,0
2020,9,1,02:00,UTC,0.1,-2.8,0
2020,9,1,03:00,UTC,0.9,-2.7,0
2020,9,1,04:00,UTC,19.4,4.5,60
2020,9,1,05:00,UTC,32.6,19.7,60
2020,9,1,06:00,UTC,45.2,40,60
2020,9,1,07:00,UTC,48.8,58.9,60
2020,9,1,08:00,UTC,59.2,71.8,60
2020,9,1,09:00,UTC,59.3,82,60
2020,9,1,10:00,UTC,80.7,80.4,60
2020,9,1,11:00,UTC,75.1,89.7,60
2020,9,1,12:00,UTC,154.8,88.4,60
2020,9,1,13:00,UTC,100.9,73.8,60
2020,9,1,14:00,UTC,59.6,54.8,60
2020,9,1,15:00,UTC,52.1,18,60
2020,9,1,16:00,UTC,34.5,13.4,60
2020,9,1,17:00,UTC,16.7,0.1,0
2020,9,1,18:00,UTC,0.3,-2.5,0
2020,9,1,19:00,UTC,1.1,-2.3,0
2020,9,1,20:00,UTC,0.9,-3.5,0
2020,9,1,21:00,UTC,0,-2.5,0
2020,9,1,22:00,UTC,0,-2.1,0
2020,9,1,23:00,UTC,0,-2.4,0
2020,9,2,00:00,UTC,0,-2.4,0
2020,9,2,01:00,UTC,2.1,-2.3,0
2020,9,2,02:00,UTC,0.4,-2.6,0
2020,9,2,03:00,UTC,0.8,-2.8,0
2020,9,2,04:00,UTC,17.7,4.4,60
2020,9,2,05:00,UTC,35.1,19.7,60
2020,9,2,06:00,UTC,48.5,40.1,60
2020,9,2,07:00,UTC,53.8,56.8,60
2020,9,2,08:00,UTC,209.7,49.5,35
2020,9,2,09:00,UTC,202.2,19.4,0
2020,9,2,10:00,UTC,289.4,32.7,0
2020,9,2,11:00,UTC,295.4,63.9,60
2020,9,2,12:00,UTC,351.9,38.7,0
2020,9,2,13:00,UTC,199.7,19.8,0
2020,9,2,14:00,UTC,156.3,14.5,0
2020,9,2,15:00,UTC,66.5,2.7,0
2020,9,2,16:00,UTC,65.9,3.5,0
2020,9,2,17:00,UTC,6.3,-3.6,0
2020,9,2,18:00,UTC,0,-4.5,0
2020,9,2,19:00,UTC,0,-4.2,0
2020,9,2,20:00,UTC,0,-4.1,0
2020,9,2,21:00,UTC,0,-4.1,0
2020,9,2,22:00,UTC,0,-4.2,0
2020,9,2,23:00,UTC,0,-4.7,0
2020,9,3,00:00,UTC,0,-4.6,0
2020,9,3,01:00,UTC,0,-4.4,0
