Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2021,7,1,00:00,UTC,0.1,-3.5,0
2021,7,1,01:00,UTC,3,-3,0
2021,7,1,02:00,UTC,11.2,-2.3,0
2021,7,1,03:00,UTC,39.3,2.7,0
2021,7,1,04:00,UTC,72.5,5.8,0
2021,7,1,05:00,UTC,225,66.8,60
2021,7,1,06:00,UTC,74.7,65.2,60
2021,7,1,07:00,UTC,82.2,78.1,60
2021,7,1,08:00,UTC,84,89.4,60
2021,7,1,09:00,UTC,96.9,99.1,60
2021,7,1,10:00,UTC,104.8,106.2,60
2021,7,1,11:00,UTC,195,21.1,0
2021,7,1,12:00,UTC,159.8,101.2,60
2021,7,1,13:00,UTC,114.9,87,60
2021,7,1,14:00,UTC,86,73.5,60
2021,7,1,15:00,UTC,78,60.2,60
2021,7,1,16:00,UTC,127.2,49.8,60
2021,7,1,17:00,UTC,55.3,27.7,60
2021,7,1,18:00,UTC,37.5,13.6,60
2021,7,1,19:00,UTC,29.7,2.5,0
2021,7,1,20:00,UTC,2.6,-3.8,0
2021,7,1,21:00,UTC,0.4,-3.8,0
2021,7,1,22:00,UTC,0.6,-3,0
2021,7,1,23:00,UTC,0.2,-2.7,0
2021,7,2,00:00,UTC,0,-3.5,0
2021,7,2,01:00,UTC,4.3,-2.2,0
2021,7,2,02:00,UTC,19.7,4,60
2021,7,2,03:00,UTC,37.8,15,60
2021,7,2,04:00,UTC,110,11.3,0
2021,7,2,05:00,UTC,128.7,22.5,60
2021,7,2,06:00,UTC,83.7,66.6,60
2021,7,2,07:00,UTC,103.9,80.8,60
2021,7,2,08:00,UTC,149.2,103.6,60
2021,7,2,09:00,UTC,160.4,111.4,60
2021,7,2,10:00,UTC,237.6,100.6,60
2021,7,2,11:00,UTC,301.2,133,60
2021,7,2,12:00,UTC,157.4,89.8,60
2021,7,2,13:00,UTC,104.9,86.7,60
2021,7,2,14:00,UTC,79.2,71.3,60
2021,7,2,15:00,UTC,73,59.7,60
2021,7,2,16:00,UTC,60.7,42.8,60
2021,7,2,17:00,UTC,50.2,24.9,60
2021,7,2,18:00,UTC,33.8,11.8,60
2021,7,2,19:00,UTC,20.5,1.1,55
2021,7,2,20:00,UTC,3.2,-3,0
2021,7,2,21:00,UTC,0,-2.8,0
2021,7,2,22:00,UTC,0,-3.1,0
2021,7,2,23:00,UTC,0.2,-2.5,0
2021,7,3,00:00,UTC,0,-3.1,0
2021,7,3,01:00,UTC,7,-1.7,0
2021,7,3,02:00,UTC,13.7,4.5,60
2021,7,3,03:00,UTC,28.7,16.4,60
2021,7,3,04:00,UTC,38.5,33.1,60
2021,7,3,05:00,UTC,46.9,51.6,60
2021,7,3,06:00,UTC,51.7,68.7,60
2021,7,3,07:00,UTC,59.6,80.3,60
2021,7,3,08:00,UTC,63.9,91.6,60
2021,7,3,09:00,UTC,71.6,101.6,60
2021,7,3,10:00,UTC,88.9,110.5,60
2021,7,3,11:00,UTC,104,100.8,60
2021,7,3,12:00,UTC,84,93.3,60
2021,7,3,13:00,UTC,70.4,87.5,60
2021,7,3,14:00,UTC,62.8,75.3,60
2021,7,3,15:00,UTC,59.9,58.4,60
2021,7,3,16:00,UTC,51.9,42.9,60
2021,7,3,17:00,UTC,45.6,26.2,60
2021,7,3,18:00,UTC,32.1,13.6,60
2021,7,3,19:00,UTC,18.2,0.5,60
2021,7,3,20:00,UTC,5.2,-2.5,0
2021,7,3,21:00,UTC,1,-2.5,0
2021,7,3,22:00,UTC,0,-3.1,0
2021,7,3,23:00,UTC,0,-3.1,0
2021,7,4,00:00,UTC,0,-3.2,0
2021,7,4,01:00,UTC,3.1,-2.8,0
2021,7,4,02:00,UTC,16.1,4.8,60
2021,7,4,03:00,UTC,26.5,15.6,60
2021,7,4,04:00,UTC,39.3,30.2,60
2021,7,4,05:00,UTC,47.8,46.9,60
2021,7,4,06:00,UTC,53.1,64.6,60
2021,7,4,07:00,UTC,60.5,77.2,60
2021,7,4,08:00,UTC,65.3,88.5,60
2021,7,4,09:00,UTC,78.1,94.1,60
2021,7,4,10:00,UTC,70.7,99.6,60
2021,7,4,11:00,UTC,69.3,98.1,60
2021,7,4,12:00,UTC,72.6,94.2,60
2021,7,4,13:00,UTC,66.1,84.7,60
2021,7,4,14:00,UTC,60,72.3,60
2021,7,4,15:00,UTC,56.7,59.8,60
2021,7,4,16:00,UTC,50.3,43.1,60
2021,7,4,17:00,UTC,45.8,25.7,60
2021,7,4,18:00,UTC,32.2,10.8,60
2021,7,4,19:00,UTC,18.3,0.6,60
2021,7,4,20:00,UTC,4.3,-2.6,0
2021,7,4,21:00,UTC,0.2,-3.1,0
2021,7,4,22:00,UTC,2.6,-2.9,0
2021,7,4,23:00,UTC,0.2,-2.8,0
2021,7,5,00:00,UTC,0,-3.4,0
2021,7,5,01:00,UTC,2.4,-3.3,0
2021,7,5,02:00,UTC,23.4,3.2,60
2021,7,5,03:00,UTC,46.1,12.1,60
2021,7,5,04:00,UTC,87.3,28.8,60
2021,7,5,05:00,UTC,78.3,41.7,60
2021,7,5,06:00,UTC,98.2,62.6,60
2021,7,5,07:00,UTC,117.6,76.9,60
2021,7,5,08:00,UTC,120.5,84.7,60
2021,7,5,09:00,UTC,100.4,94.7,60
2021,7,5,10:00,UTC,122.8,90.7,60
2021,7,5,11:00,UTC,107.5,96.6,60
2021,7,5,12:00,UTC,114.8,84.5,60
2021,7,5,13:00,UTC,109.6,76.4,60
2021,7,5,14:00,UTC,90.5,70.4,60
2021,7,5,15:00,UTC,70.9,58.4,60
2021,7,5,16:00,UTC,66.8,41.6,60
2021,7,5,17:00,UTC,66.5,24.8,60
2021,7,5,18:00,UTC,44.6,1.6,0
2021,7,5,19:00,UTC,21.3,-0.6,0
2021,7,5,20:00,UTC,2.6,-4.1,0
2021,7,5,21:00,UTC,0,-4.3,0
2021,7,5,22:00,UTC,0,-3.6,0
2021,7,5,23:00,UTC,0.1,-3.5,0
2021,7,6,00:00,UTC,0,-3.2,0
2021,7,6,01:00,UTC,3.4,-2.6,0
2021,7,6,02:00,UTC,21.2,-0.6,0
2021,7,6,03:00,UTC,45.4,1.6,0
2021,7,6,04:00,UTC,143,14.2,0
2021,7,6,05:00,UTC,159,26.2,55
2021,7,6,06:00,UTC,269,26.4,0
2021,7,6,07:00,UTC,372,87.9,60
2021,7,6,08:00,UTC,393.7,-,10
2021,7,6,09:00,UTC,370.3,-,0
2021,7,6,10:00,UTC,-,91.5,-
2021,7,6,11:00,UTC,334.9,92.2,60
2021,7,6,12:00,UTC,192,93.3,60
2021,7,6,13:00,UTC,202.8,83.9,60
2021,7,6,14:00,UTC,192,49.5,60
2021,7,6,15:00,UTC,151.3,11.6,0
2021,7,6,16:00,UTC,69.8,5.9,0
2021,7,6,17:00,UTC,38.2,1.3,0
2021,7,6,18:00,UTC,36,0.9,0
2021,7,6,19:00,UTC,8.4,-1,0
2021,7,6,20:00,UTC,1.7,-1.9,0
2021,7,6,21:00,UTC,0,-5.5,0
2021,7,6,22:00,UTC,0,-4.5,0
2021,7,6,23:00,UTC,0.4,-2.2,0
2021,7,7,00:00,UTC,0,-3.7,0
2021,7,7,01:00,UTC,2.4,-3.5,0
2021,7,7,02:00,UTC,20.9,-0.5,0
2021,7,7,03:00,UTC,42.9,10,60
2021,7,7,04:00,UTC,60.4,26.7,60
2021,7,7,05:00,UTC,182.5,32.2,30
2021,7,7,06:00,UTC,148,69.1,60
2021,7,7,07:00,UTC,244.4,64.9,60
2021,7,7,08:00,UTC,407.1,59.5,0
2021,7,7,09:00,UTC,265.3,85,60
2021,7,7,10:00,UTC,277.9,93.3,60
2021,7,7,11:00,UTC,395.4,75.1,60
2021,7,7,12:00,UTC,354.4,65.5,55
2021,7,7,13:00,UTC,226.4,88,60
2021,7,7,14:00,UTC,224.6,32.9,15
2021,7,7,15:00,UTC,144.4,27.2,60
2021,7,7,16:00,UTC,137.3,14.3,0
2021,7,7,17:00,UTC,89.2,22.1,60
2021,7,7,18:00,UTC,34.6,1.7,0
2021,7,7,19:00,UTC,10.4,-2.8,0
2021,7,7,20:00,UTC,0.5,-4.3,0
2021,7,7,21:00,UTC,1.3,-2.4,0
2021,7,7,22:00,UTC,0,-3.4,0
2021,7,7,23:00,UTC,0,-2.5,0
2021,7,8,00:00,UTC,0,-3.7,0
2021,7,8,01:00,UTC,0,-5.9,0
2021,7,8,02:00,UTC,12.8,-2.9,0
2021,7,8,03:00,UTC,43.7,2.2,0
2021,7,8,04:00,UTC,138.6,32,60
2021,7,8,05:00,UTC,257.4,50.7,60
2021,7,8,06:00,UTC,288.5,32.2,0
2021,7,8,07:00,UTC,188.8,18.1,0
2021,7,8,08:00,UTC,139.6,11,0
