Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2018,4,1,00:00,UTC,0,-2.7,0
2018,4,1,01:00,UTC,0,-2.6,0
2018,4,1,02:00,UTC,0,-2.7,0
2018,4,1,03:00,UTC,0,-2.7,0
2018,4,1,04:00,UTC,11.2,3.7,0
2018,4,1,05:00,UTC,40.8,17.2,0
2018,4,1,06:00,UTC,71.8,33,0
2018,4,1,07:00,UTC,166.8,74,0
2018,4,1,08:00,UTC,192.4,84.9,0
2018,4,1,09:00,UTC,213.4,92.7,0
2018,4,1,10:00,UTC,172.1,268.9,60
2018,4,1,11:00,UTC,142.8,222.8,60
2018,4,1,12:00,UTC,257.5,168.5,60
2018,4,1,13:00,UTC,253.1,129.3,0
2018,4,1,14:00,UTC,189.9,74.7,0
2018,4,1,15:00,UTC,104.1,37,0
2018,4,1,16:00,UTC,47.5,13.6,0
2018,4,1,17:00,UTC,2.3,-3.2,0
2018,4,1,18:00,UTC,0,-4.4,0
2018,4,1,19:00,UTC,0,-4.3,0
2018,4,1,20:00,UTC,0.1,-4.2,0
2018,4,1,21:00,UTC,0,-4.1,0
2018,4,1,22:00,UTC,0,-4,0
2018,4,1,23:00,UTC,0,-3.9,0
2018,4,2,00:00,UTC,0,-4,0
2018,4,2,01:00,UTC,0,-3.9,0
2018,4,2,02:00,UTC,0,-3.8,0
2018,4,2,03:00,UTC,0.2,-3.6,0
2018,4,2,04:00,UTC,1.7,-1.2,0
2018,4,2,05:00,UTC,19.8,15.1,0
2018,4,2,06:00,UTC,50.2,44.3,0
2018,4,2,07:00,UTC,97.3,84.8,0
2018,4,2,08:00,UTC,141.2,122.9,0
2018,4,2,09:00,UTC,148.1,135,0
2018,4,2,10:00,UTC,113.5,107.4,0
2018,4,2,11:00,UTC,131.1,125.5,0
2018,4,2,12:00,UTC,185.1,166.6,0
2018,4,2,13:00,UTC,116.4,103.1,0
2018,4,2,14:00,UTC,37.6,33.7,0
2018,4,2,15:00,UTC,34.4,29.3,0
2018,4,2,16:00,UTC,22.2,17.2,0
2018,4,2,17:00,UTC,1.2,-1.1,0
2018,4,2,18:00,UTC,0,-3.4,0
2018,4,2,19:00,UTC,0,-3.5,0
2018,4,2,20:00,UTC,0,-3.7,0
2018,4,2,21:00,UTC,0,-3.6,0
2018,4,2,22:00,UTC,0.1,-4,0
2018,4,2,23:00,UTC,0,-4.3,0
2018,4,3,00:00,UTC,0,-4.8,0
2018,4,3,01:00,UTC,0,-4.8,0
2018,4,3,02:00,UTC,0,-4.8,0
2018,4,3,03:00,UTC,0,-4.4,0
2018,4,3,04:00,UTC,9.2,5.5,0
2018,4,3,05:00,UTC,36.9,75.4,60
2018,4,3,06:00,UTC,58.2,171.1,60
2018,4,3,07:00,UTC,65.4,271.9,60
2018,4,3,08:00,UTC,84.2,352.7,60
2018,4,3,09:00,UTC,85.6,411.6,60
2018,4,3,10:00,UTC,89,433.7,60
2018,4,3,11:00,UTC,92.6,441.7,60
2018,4,3,12:00,UTC,146.2,117,0
2018,4,3,13:00,UTC,141.9,205,35
2018,4,3,14:00,UTC,70.7,191.9,60
2018,4,3,15:00,UTC,43.6,151.8,60
2018,4,3,16:00,UTC,30.2,56.7,60
2018,4,3,17:00,UTC,9,2.4,0
2018,4,3,18:00,UTC,0,-5,0
2018,4,3,19:00,UTC,0,-4.7,0
2018,4,3,20:00,UTC,0,-3.8,0
2018,4,3,21:00,UTC,0.1,-4.4,0
2018,4,3,22:00,UTC,0,-4,0
2018,4,3,23:00,UTC,0,-3.7,0
2018,4,4,00:00,UTC,0,-3.6,0
2018,4,4,01:00,UTC,0,-3.6,0
2018,4,4,02:00,UTC,0,-3.7,0
2018,4,4,03:00,UTC,0,-3.1,0
2018,4,4,04:00,UTC,11.5,12.2,0
2018,4,4,05:00,UTC,90.4,57.8,0
2018,4,4,06:00,UTC,49,171,60
2018,4,4,07:00,UTC,57.6,259.6,60
2018,4,4,08:00,UTC,108.1,314.9,60
2018,4,4,09:00,UTC,246.2,339.8,60
2018,4,4,10:00,UTC,265,338.9,60
2018,4,4,11:00,UTC,301.3,184.2,0
2018,4,4,12:00,UTC,232.9,142.5,0
2018,4,4,13:00,UTC,192.5,115.6,0
2018,4,4,14:00,UTC,109.7,62.4,0
2018,4,4,15:00,UTC,26.1,11.9,0
2018,4,4,16:00,UTC,47.4,23,0
2018,4,4,17:00,UTC,2.4,-4.5,0
2018,4,4,18:00,UTC,0.5,-4.2,0
2018,4,4,19:00,UTC,0.2,-4.1,0
2018,4,4,20:00,UTC,0.3,-4.6,0
2018,4,4,21:00,UTC,0.2,-4.6,0
2018,4,4,22:00,UTC,0.3,-4.4,0
2018,4,4,23:00,UTC,0,-4.8,0
2018,4,5,00:00,UTC,0.2,-4,0
2018,4,5,01:00,UTC,0.5,-3.2,0
2018,4,5,02:00,UTC,0.5,-4.3,0
2018,4,5,03:00,UTC,0.1,-4.8,0
2018,4,5,04:00,UTC,5.4,-0.3,0
2018,4,5,05:00,UTC,35,12.3,0
2018,4,5,06:00,UTC,73.6,27.6,0
2018,4,5,07:00,UTC,91.8,36.3,0
2018,4,5,08:00,UTC,143.6,55.9,0
2018,4,5,09:00,UTC,146.6,55.3,0
2018,4,5,10:00,UTC,162.1,59.6,0
2018,4,5,11:00,UTC,184.6,66.9,0
2018,4,5,12:00,UTC,136.4,46.3,0
2018,4,5,13:00,UTC,306,96.3,0
2018,4,5,14:00,UTC,141.9,43.8,0
2018,4,5,15:00,UTC,95.2,24,0
2018,4,5,16:00,UTC,9.7,-2.8,0
2018,4,5,17:00,UTC,4.1,-3.3,0
2018,4,5,18:00,UTC,1.4,-2.9,0
2018,4,5,19:00,UTC,0.9,-3.2,0
2018,4,5,20:00,UTC,0.5,-3,0
