Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Reflected radiation (W/m2),Sunshine duration (s)
2019,6,1,00:00,UTC,0.8,-3.7,0
2019,6,1,01:00,UTC,4.2,-3.3,0
2019,6,1,02:00,UTC,14.5,3.3,60
2019,6,1,03:00,UTC,24.4,15.7,60
2019,6,1,04:00,UTC,70.7,36.2,60
2019,6,1,05:00,UTC,53,50.3,60
2019,6,1,06:00,UTC,54,68.4,60
2019,6,1,07:00,UTC,56.3,79.9,60
2019,6,1,08:00,UTC,89.1,76.8,60
2019,6,1,09:00,UTC,241.3,82.4,60
2019,6,1,10:00,UTC,414.1,62.5,0
2019,6,1,11:00,UTC,377.8,70.5,60
2019,6,1,12:00,UTC,351.3,40.4,0
2019,6,1,13:00,UTC,248.2,24.2,0
2019,6,1,14:00,UTC,313.2,34.8,0
2019,6,1,15:00,UTC,257.2,28.2,0
2019,6,1,16:00,UTC,105.5,7.9,0
2019,6,1,17:00,UTC,22.7,-1.3,0
2019,6,1,18:00,UTC,19.6,-2.6,0
2019,6,1,19:00,UTC,2.4,-5.2,0
2019,6,1,20:00,UTC,1.2,-3,0
2019,6,1,21:00,UTC,0.7,-5.4,0
2019,6,1,22:00,UTC,0,-5.4,0
2019,6,1,23:00,UTC,0.1,-5.3,0
2019,6,2,00:00,UTC,0,-6,0
2019,6,2,01:00,UTC,0.5,-6.1,0
2019,6,2,02:00,UTC,4,-5.7,0
2019,6,2,03:00,UTC,92,4.7,0
2019,6,2,04:00,UTC,19.2,-4,0
2019,6,2,05:00,UTC,60.5,1.7,0
2019,6,2,06:00,UTC,67.2,2.3,0
2019,6,2,07:00,UTC,83.8,4.1,0
2019,6,2,08:00,UTC,139.7,13.4,0
2019,6,2,09:00,UTC,47.3,0.7,0
2019,6,2,10:00,UTC,263.7,27.7,0
2019,6,2,11:00,UTC,148.7,14.4,0
2019,6,2,12:00,UTC,288.8,32.6,0
2019,6,2,13:00,UTC,184.2,100.2,60
2019,6,2,14:00,UTC,158.3,71.1,60
2019,6,2,15:00,UTC,154,48.1,60
2019,6,2,16:00,UTC,155.8,52.2,60
2019,6,2,17:00,UTC,46.7,24.3,60
2019,6,2,18:00,UTC,30.1,7.7,60
2019,6,2,19:00,UTC,15.9,-2.3,0
2019,6,2,20:00,UTC,2.3,-4.5,0
2019,6,2,21:00,UTC,0.7,-4.2,0
2019,6,2,22:00,UTC,1.4,-3.9,0
2019,6,2,23:00,UTC,3.4,-3.8,0
2019,6,3,00:00,UTC,1,-3.5,0
2019,6,3,01:00,UTC,5.6,-3.6,0
2019,6,3,02:00,UTC,23.1,5.4,60
2019,6,3,03:00,UTC,35.8,18,60
2019,6,3,04:00,UTC,53.4,35.6,60
2019,6,3,05:00,UTC,66.4,55.3,60
2019,6,3,06:00,UTC,94.1,64.5,60
2019,6,3,07:00,UTC,104.6,78.9,60
2019,6,3,08:00,UTC,116.7,84.2,60
2019,6,3,09:00,UTC,507.3,80.9,0
2019,6,3,10:00,UTC,71.8,99.4,60
2019,6,3,11:00,UTC,483.3,57.1,0
2019,6,3,12:00,UTC,123.8,89.9,60
2019,6,3,13:00,UTC,117.1,81.4,60
2019,6,3,14:00,UTC,64.2,70.2,60
2019,6,3,15:00,UTC,93.7,56.6,60
2019,6,3,16:00,UTC,81.2,37.4,60
2019,6,3,17:00,UTC,108.1,14.5,35
2019,6,3,18:00,UTC,19.4,-4.8,0
2019,6,3,19:00,UTC,2.7,-5.9,0
2019,6,3,20:00,UTC,1.4,-5.7,0
2019,6,3,21:00,UTC,0,-5,0
2019,6,3,22:00,UTC,0.1,-5.8,0
2019,6,3,23:00,UTC,0,-6.3,0
2019,6,4,00:00,UTC,0.8,-6.9,0
2019,6,4,01:00,UTC,2,-6,0
2019,6,4,02:00,UTC,8.2,-5.3,0
2019,6,4,03:00,UTC,103.5,18.2,60
2019,6,4,04:00,UTC,110.2,31.6,60
2019,6,4,05:00,UTC,7,-1.1,0
2019,6,4,06:00,UTC,57.3,2.4,0
2019,6,4,07:00,UTC,270,28.5,0
2019,6,4,08:00,UTC,246.9,21.9,0
2019,6,4,09:00,UTC,243.9,90,60
2019,6,4,10:00,UTC,271.2,99.6,60
2019,6,4,11:00,UTC,441.3,59.6,20
2019,6,4,12:00,UTC,174.6,87.1,60
2019,6,4,13:00,UTC,352.3,41.3,0
2019,6,4,14:00,UTC,124.6,63.8,60
2019,6,4,15:00,UTC,162.2,52.8,60
2019,6,4,16:00,UTC,132.2,11.7,0
2019,6,4,17:00,UTC,73,20.8,60
2019,6,4,18:00,UTC,30.1,1.9,60
2019,6,4,19:00,UTC,13.5,-3.3,0
2019,6,4,20:00,UTC,1.9,-4.2,0
2019,6,4,21:00,UTC,0.2,-4.2,0
2019,6,4,22:00,UTC,0.1,-4.4,0
2019,6,4,23:00,UTC,0,-4.5,0
2019,6,5,00:00,UTC,0,-4.4,0
2019,6,5,01:00,UTC,3.1,-2.8,0
2019,6,5,02:00,UTC,19.7,-0.9,0
2019,6,5,03:00,UTC,55.7,11.9,60
2019,6,5,04:00,UTC,92.2,26.1,60
2019,6,5,05:00,UTC,164.6,39.6,60
2019,6,5,06:00,UTC,134.3,60.6,60
2019,6,5,07:00,UTC,139.8,74.6,60
2019,6,5,08:00,UTC,154.4,84.2,60
2019,6,5,09:00,UTC,166.5,91.8,60
2019,6,5,10:00,UTC,185,91.2,60
2019,6,5,11:00,UTC,182.7,88.3,60
2019,6,5,12:00,UTC,162.7,86.5,60
2019,6,5,13:00,UTC,147.1,76.7,60
2019,6,5,14:00,UTC,136.6,64.6,60
2019,6,5,15:00,UTC,127.9,50.9,60
2019,6,5,16:00,UTC,94.2,36,60
2019,6,5,17:00,UTC,71.2,19.9,60
2019,6,5,18:00,UTC,45.6,7.3,60
2019,6,5,19:00,UTC,21.1,-1.6,0
2019,6,5,20:00,UTC,1.2,-3.9,0
2019,6,5,21:00,UTC,0.7,-3.1,0
2019,6,5,22:00,UTC,0,-3.4,0
2019,6,5,23:00,UTC,1.2,-3.1,0
2019,6,6,00:00,UTC,1.5,-3.1,0
2019,6,6,01:00,UTC,4.5,-3.2,0
2019,6,6,02:00,UTC,21.7,2.5,60
2019,6,6,03:00,UTC,39.1,14.1,60
2019,6,6,04:00,UTC,56.3,30,60
2019,6,6,05:00,UTC,67.9,50,60
2019,6,6,06:00,UTC,79.8,62.9,60
2019,6,6,07:00,UTC,86,74.5,60
2019,6,6,08:00,UTC,89.7,86.8,60
2019,6,6,09:00,UTC,94.4,92.2,60
2019,6,6,10:00,UTC,94.3,96.4,60
2019,6,6,11:00,UTC,95.4,94.5,60
2019,6,6,12:00,UTC,97,86.7,60
2019,6,6,13:00,UTC,96.5,78.5,60
2019,6,6,14:00,UTC,87.7,65.4,60
2019,6,6,15:00,UTC,78.1,53.2,60
2019,6,6,16:00,UTC,63.4,37,60
2019,6,6,17:00,UTC,53,21.2,60
2019,6,6,18:00,UTC,36.9,6.8,60
2019,6,6,19:00,UTC,19.5,-3.4,0
2019,6,6,20:00,UTC,2.6,-6.4,0
2019,6,6,21:00,UTC,0.5,-5.5,0
